pk,type,borrow_fee,create_time,borrow_time,member_fk
3898,2,1300.38,2023-05-12 09:04:13,3,454
3899,2,3924.79,2023-08-21 06:20:18,8,535
3900,2,1858.75,2023-05-30 23:14:21,9,386
3901,2,1581.82,2023-02-17 11:35:22,4,499
3902,2,8651.85,2023-05-29 06:18:17,4,489
3903,2,4788.61,2022-11-07 06:04:39,6,640
3904,2,8291.04,2022-11-07 22:22:47,2,507
3905,2,7108.74,2022-09-01 10:17:39,4,523
3906,2,6615.72,2023-04-21 17:47:31,3,781
3907,2,9608.90,2023-07-27 12:58:22,4,459
3908,2,9965.37,2023-12-15 07:24:57,5,261
3909,2,5841.40,2022-11-08 23:40:17,6,865
3910,2,1565.78,2023-02-25 19:28:08,6,653
3911,2,740.07,2023-09-08 01:33:50,11,915
3912,2,7112.15,2023-01-12 13:47:21,3,220
3913,2,7850.26,2023-01-12 09:25:38,5,395
3914,2,9406.02,2023-06-02 12:06:14,5,835
3915,2,4900.57,2022-09-30 19:06:26,3,84
3916,2,8057.34,2023-11-23 06:40:55,5,821
3917,2,7017.15,2023-04-05 09:33:22,7,123
3918,2,7025.98,2024-01-22 10:08:02,5,5
3919,2,4149.27,2023-12-18 14:39:03,4,46
3920,2,5741.09,2022-12-11 23:58:37,3,947
3921,2,9184.70,2024-01-09 14:28:31,4,983
3922,2,562.52,2023-03-05 00:19:41,6,69
3923,2,9980.53,2024-02-13 05:43:25,3,468
3924,2,595.37,2023-08-23 23:14:18,6,771
3925,2,1453.76,2022-11-14 02:30:29,7,865
3926,2,7374.43,2024-04-17 17:15:13,8,437
3927,2,9294.19,2022-09-07 02:14:17,5,240
3928,2,9132.75,2023-03-11 05:05:37,5,448
3929,2,5053.06,2023-12-04 03:24:37,6,59
3930,2,5231.39,2023-07-09 07:15:44,4,540
3931,2,705.43,2023-04-30 16:42:55,3,625
3932,2,8656.88,2023-06-01 23:50:27,3,931
3933,2,3849.84,2022-08-11 18:54:35,4,904
3934,2,4640.50,2022-12-21 05:34:23,4,947
3935,2,5571.49,2022-12-18 01:18:18,3,297
3936,2,9031.83,2022-10-15 10:53:18,4,594
3937,2,4697.33,2023-04-27 22:44:28,3,497
3938,2,5952.32,2023-07-03 07:48:10,5,537
3939,2,2340.45,2023-05-16 13:09:01,5,608
3940,2,3360.08,2023-11-23 15:34:33,6,821
3941,2,5758.94,2023-09-19 20:50:36,4,193
3942,2,6167.14,2023-01-05 06:17:32,5,947
3943,2,9578.12,2023-10-15 19:38:25,3,125
3944,2,6818.84,2022-12-31 09:49:56,6,135
3945,2,5801.35,2022-11-16 10:52:04,7,43
3946,2,4997.82,2022-10-30 16:05:53,6,275
3947,2,4002.09,2023-05-18 22:15:00,9,42
3948,2,8766.73,2023-12-02 03:41:13,3,159
3949,2,7477.02,2023-06-15 14:59:58,4,931
3950,2,9201.64,2022-12-27 07:02:55,4,339
3951,2,4424.77,2023-07-28 20:48:31,6,336
3952,2,9288.42,2022-11-09 17:18:06,4,778
3953,2,1704.40,2022-10-12 21:17:55,3,795
3954,2,7483.18,2023-02-01 15:56:07,3,803
3955,2,3185.73,2024-02-17 18:21:31,5,460
3956,2,6081.79,2023-06-02 03:26:36,3,817
3957,2,1786.43,2023-02-14 16:01:56,7,879
3958,2,7903.92,2023-02-21 14:48:13,7,452
3959,2,9356.35,2023-10-09 07:12:32,6,977
3960,2,5217.99,2023-12-19 16:18:58,6,661
3961,2,5226.38,2023-08-28 04:15:32,7,427
3962,2,6256.93,2023-09-14 01:56:44,6,572
3963,2,715.40,2023-08-26 07:39:48,8,216
3964,2,2908.95,2023-04-10 18:07:29,4,379
3965,2,4751.80,2023-05-14 09:59:31,6,273
3966,2,3866.74,2023-01-18 18:16:36,7,483
3967,2,3089.67,2023-02-22 17:00:36,8,452
3968,2,9102.14,2023-09-07 16:51:21,4,490
3969,2,4239.65,2023-08-13 20:48:11,7,336
3970,2,6618.39,2023-12-31 17:03:03,2,895
3971,2,5716.23,2023-05-11 03:28:41,8,665
3972,2,5463.53,2022-12-01 12:54:40,5,576
3973,2,7079.69,2024-02-02 00:27:28,9,855
3974,2,4796.45,2023-09-19 09:02:32,5,112
3975,2,1434.82,2023-08-28 12:54:37,6,632
3976,2,3287.26,2022-12-18 16:59:05,5,554
3977,2,7375.87,2022-12-15 21:01:13,6,435
3978,2,8688.95,2023-10-03 03:54:16,5,823
3979,2,1197.33,2022-09-30 09:19:06,6,254
3980,2,3162.22,2024-01-24 05:26:27,5,773
3981,2,289.04,2023-03-04 13:11:34,3,385
3982,2,6733.33,2022-12-30 10:08:28,7,435
3983,2,11.75,2023-12-22 16:59:20,6,567
3984,2,3294.63,2023-02-04 16:17:22,2,17
3985,2,8363.02,2022-10-16 20:05:26,5,58
3986,2,3233.93,2023-07-14 16:35:07,4,225
3987,2,8884.89,2022-10-21 23:41:13,4,134
3988,2,4965.29,2024-03-03 09:23:20,9,389
3989,2,9329.51,2023-06-21 20:02:04,6,152
3990,2,6892.93,2023-06-17 14:43:35,4,180
3991,2,4360.87,2022-11-27 17:41:44,2,343
3992,2,9814.63,2023-05-15 16:21:26,3,204
3993,2,7030.49,2024-02-02 14:57:12,10,902
3994,2,7646.14,2023-05-04 10:07:35,5,397
3995,2,4795.23,2023-11-24 03:56:43,6,974
3996,2,8357.79,2023-07-28 05:41:40,5,252
3997,2,1325.76,2023-01-16 15:23:49,5,965
3998,2,4331.19,2022-12-20 00:20:30,3,309
3999,2,5954.16,2023-08-15 19:10:02,2,212
4000,1,4881.02,2023-01-27 15:17:22,1,707
4001,2,2274.96,2022-12-16 23:57:25,3,211
4002,2,4022.06,2022-09-07 02:37:43,3,876
4003,2,4933.36,2023-01-30 04:02:58,2,841
4004,2,5138.37,2023-12-29 10:58:53,4,766
4005,2,4380.42,2022-10-18 01:08:24,5,550
4006,2,1737.87,2024-01-31 21:21:41,5,347
4007,2,1407.74,2023-08-01 11:04:54,3,911
4008,2,9041.58,2024-01-12 13:35:24,4,358
4009,2,4515.88,2023-03-29 09:37:05,3,1
4010,2,6683.43,2023-04-26 02:22:56,10,813
4011,2,6075.51,2023-11-21 16:41:07,2,14
4012,2,6402.98,2023-09-30 14:52:21,3,213
4013,2,2642.70,2024-01-21 23:00:38,10,98
4014,2,1188.64,2023-02-14 10:47:15,5,849
4015,2,6697.27,2023-12-05 19:10:37,6,71
4016,2,5906.20,2023-02-09 17:50:47,2,707
4017,2,5483.52,2022-09-30 09:29:49,6,703
4018,2,8150.74,2022-09-06 07:54:54,3,279
4019,2,518.91,2023-07-06 04:22:46,4,762
4020,2,4576.64,2023-01-16 02:44:02,5,116
4021,2,4610.98,2022-11-05 23:46:59,3,482
4022,2,8101.40,2023-09-17 20:06:43,7,346
4023,2,9126.05,2023-03-08 08:19:58,4,563
4024,2,3761.26,2024-01-06 17:10:27,3,834
4025,2,1332.62,2024-01-06 10:53:37,4,306
4026,2,2952.70,2022-09-26 16:05:14,2,681
4027,2,2627.79,2024-02-12 02:25:31,3,307
4028,2,3151.11,2023-04-11 07:01:21,5,602
4029,2,5601.25,2024-01-22 01:11:16,7,476
4030,2,7740.87,2023-10-09 13:32:52,7,317
4031,2,4109.95,2023-07-10 20:18:30,4,721
4032,2,7038.07,2023-01-21 15:45:28,6,292
4033,2,8112.21,2023-08-02 18:24:13,4,557
4034,2,1969.80,2023-04-24 08:54:07,2,136
4035,2,1604.72,2023-07-27 00:06:36,7,494
4036,2,4490.55,2024-01-07 22:38:15,6,517
4037,2,1909.64,2023-12-22 18:55:36,8,477
4038,2,9399.63,2022-11-13 23:52:20,2,487
4039,2,1827.75,2023-07-19 10:14:03,5,162
4040,2,1821.24,2023-10-06 01:07:01,4,213
4041,2,6165.89,2023-06-28 05:53:31,2,578
4042,2,5611.33,2023-01-21 01:46:03,4,220
4043,2,1512.15,2023-04-22 19:28:08,7,692
4044,2,5637.71,2023-03-16 03:53:53,9,438
4045,2,5344.72,2023-01-18 03:10:46,6,947
4046,2,1008.35,2023-05-31 02:57:04,4,8
4047,2,8927.99,2023-09-29 16:56:49,6,190
4048,2,999.18,2023-04-15 22:04:31,10,199
4049,2,5944.62,2022-08-26 17:03:45,4,314
4050,2,6913.93,2023-09-27 14:21:18,4,657
4051,2,6242.43,2023-10-08 11:26:01,6,434
4052,2,5598.67,2024-02-13 16:21:22,7,898
4053,2,8908.16,2023-10-11 14:37:20,3,102
4054,2,5975.39,2023-11-06 05:19:17,5,18
4055,2,1579.83,2022-10-20 16:56:39,5,387
4056,2,8868.32,2023-08-19 01:14:37,6,987
4057,2,6826.30,2022-10-17 21:10:28,5,755
4058,2,5051.54,2023-08-18 21:50:51,4,989
4059,2,4762.10,2023-06-08 21:39:28,5,940
4060,2,9118.26,2022-09-16 20:15:55,3,923
4061,2,8505.13,2023-07-07 17:48:48,5,712
4062,2,1293.97,2023-07-04 21:31:28,9,748
4063,2,3868.78,2023-08-04 06:53:24,4,830
4064,2,8310.46,2022-11-22 10:58:00,6,878
4065,2,6816.73,2023-02-27 16:13:06,7,927
4066,2,1819.30,2023-06-28 07:11:55,5,202
4067,2,4147.99,2023-02-21 10:17:47,2,546
4068,2,837.84,2022-09-24 15:10:49,3,95
4069,2,3710.40,2023-08-02 11:37:43,3,831
4070,2,8554.75,2023-09-07 07:21:38,4,751
4071,2,4778.02,2022-10-19 18:48:17,3,580
4072,2,4298.28,2024-03-04 09:57:42,9,6
4073,2,9957.75,2023-07-02 14:48:18,7,551
4074,2,1126.63,2023-09-08 09:25:15,5,995
4075,2,9797.22,2023-09-01 08:06:03,9,367
4076,2,6063.52,2023-04-21 11:20:17,3,502
4077,2,344.78,2023-11-04 11:58:03,6,986
4078,2,2860.39,2023-08-28 12:01:48,4,561
4079,2,388.61,2023-05-17 11:38:59,6,397
4080,2,9768.49,2022-08-24 16:59:03,5,868
4081,2,3227.79,2023-07-03 20:11:17,2,727
4082,2,6232.36,2022-09-05 17:02:43,4,925
4083,2,4312.79,2023-08-04 09:40:17,7,641
4084,2,1402.04,2023-05-27 01:30:44,6,505
4085,2,1778.75,2022-10-31 05:44:56,4,838
4086,2,634.73,2023-02-23 13:28:35,6,849
4087,2,355.81,2023-08-17 10:40:44,11,887
4088,2,6016.45,2023-06-02 12:47:35,10,386
4089,2,4436.12,2023-05-23 05:24:34,6,119
4090,2,9288.00,2022-10-18 01:48:55,6,945
4091,2,6953.78,2022-12-25 01:34:15,4,871
4092,2,1829.73,2023-01-02 05:14:43,4,155
4093,2,6455.87,2022-10-11 23:54:08,5,271
4094,2,1474.95,2023-09-29 08:53:44,7,572
4095,2,7143.59,2023-04-15 22:34:46,3,208
4096,2,4100.56,2023-05-26 14:07:38,7,166
4097,2,2684.15,2023-07-29 19:01:27,6,252
4098,2,9940.38,2023-08-17 07:48:51,7,192
4099,2,1272.86,2023-09-05 12:10:40,7,632
4100,2,8163.97,2023-02-17 00:04:06,6,41
4101,2,6263.82,2023-04-29 06:57:23,3,853
4102,2,1556.38,2022-10-12 21:50:35,3,942
4103,2,7534.16,2023-12-17 01:25:23,3,194
4104,2,8494.67,2023-06-07 08:35:46,7,119
4105,2,3944.07,2023-08-05 07:33:33,5,638
4106,2,1470.84,2023-07-20 15:32:19,10,748
4107,2,9229.80,2022-10-07 05:52:25,4,84
4108,2,5479.77,2023-09-03 13:23:31,10,367
4109,2,9542.51,2023-08-05 18:35:38,5,669
4110,2,7475.87,2023-03-29 07:37:38,4,77
4111,2,4769.11,2023-06-15 16:30:21,4,725
4112,2,2396.02,2022-10-27 23:47:32,4,942
4113,2,4091.64,2023-05-19 05:40:33,7,645
4114,2,9014.06,2023-05-03 09:19:50,4,783
4115,2,8484.24,2023-03-25 23:43:28,6,448
4116,2,3669.00,2024-01-31 10:27:41,6,5
4117,2,9242.67,2023-01-22 06:47:34,5,238
4118,2,3905.79,2023-05-17 08:59:21,7,62
4119,2,6460.53,2023-09-20 19:22:56,5,193
4120,2,5016.71,2023-05-11 09:28:08,2,185
4121,2,2713.89,2023-05-11 12:18:56,4,627
4122,2,6451.64,2024-03-02 16:12:04,7,444
4123,2,2276.44,2023-04-04 19:12:24,3,668
4124,2,5488.83,2022-09-27 18:08:15,6,99
4125,2,3270.71,2023-02-20 14:51:58,9,656
4126,2,5413.37,2022-10-24 23:13:37,7,417
4127,2,2451.99,2023-02-13 17:10:05,4,803
4128,2,5190.53,2023-02-19 01:17:39,6,845
4129,2,4958.88,2023-04-26 23:01:44,4,208
4130,2,1303.64,2023-03-11 08:40:18,5,563
4131,1,1195.61,2022-08-27 23:26:44,1,272
4132,2,4473.47,2022-12-11 23:58:21,4,548
4133,2,551.66,2023-01-16 18:56:06,3,846
4134,2,7920.00,2022-10-21 00:43:01,5,594
4135,2,500.86,2023-11-01 01:03:12,7,957
4136,2,5641.90,2022-09-07 19:43:50,4,191
4137,2,4978.71,2023-03-18 12:54:48,2,484
4138,2,6768.43,2023-07-04 06:06:02,6,508
4139,2,1240.39,2023-12-11 14:30:25,6,263
4140,2,4064.00,2023-05-09 09:29:39,6,266
4141,2,1015.24,2023-04-05 10:30:26,5,534
4142,2,4577.79,2023-07-12 09:50:24,5,980
4143,2,6964.21,2023-05-21 11:48:17,7,937
4144,2,5115.26,2023-08-03 10:14:51,6,722
4145,2,9176.84,2022-12-16 06:44:21,6,66
4146,2,4264.07,2023-09-19 11:53:09,8,632
4147,2,9780.01,2023-06-13 21:52:25,5,489
4148,2,4840.10,2022-09-08 00:30:59,5,52
4149,2,1688.61,2023-07-15 01:47:45,5,558
4150,2,7001.72,2023-03-11 20:11:56,8,289
4151,2,9678.14,2023-01-23 01:21:54,4,311
4152,2,7121.34,2022-12-10 14:16:21,3,343
4153,2,2753.49,2022-11-11 06:26:16,6,100
4154,2,7637.67,2022-10-14 23:25:49,4,479
4155,2,8972.43,2024-02-05 01:16:44,8,630
4156,2,8316.60,2023-03-17 23:50:09,8,104
4157,2,6300.02,2023-04-21 04:30:22,2,15
4158,2,1960.78,2023-06-10 16:04:25,3,982
4159,2,4316.60,2023-04-17 06:25:19,4,668
4160,2,5038.54,2023-12-21 08:06:33,6,261
4161,2,1855.71,2023-02-26 00:55:02,3,581
4162,2,8638.41,2023-03-23 12:29:59,8,467
4163,2,6125.64,2022-12-21 19:55:01,7,881
4164,2,9849.39,2023-11-24 07:37:56,3,14
4165,2,2663.52,2023-09-17 22:53:55,12,915
4166,2,6729.30,2023-03-16 04:42:13,10,438
4167,2,1693.88,2023-05-25 07:40:05,8,937
4168,2,7904.65,2023-03-08 03:40:06,8,243
4169,2,2049.29,2023-04-03 04:57:04,5,35
4170,2,9056.42,2023-10-15 05:18:09,6,555
4171,2,2023.80,2023-10-21 04:04:13,5,139
4172,2,98.48,2023-05-26 22:41:12,6,257
4173,2,8695.43,2022-10-12 14:09:34,5,806
4174,2,9126.82,2022-12-25 10:54:48,8,881
4175,2,7160.67,2023-04-14 18:53:18,6,534
4176,2,9236.36,2022-09-10 21:53:32,3,917
4177,2,7061.39,2023-09-22 06:11:36,6,995
4178,2,7255.09,2023-10-10 09:32:32,8,572
4179,2,4571.31,2023-12-22 20:52:32,6,79
4180,2,6426.29,2022-12-14 15:09:14,3,573
4181,2,4136.42,2023-02-16 02:43:33,7,788
4182,2,4690.72,2023-09-19 03:13:32,3,137
4183,2,4670.62,2023-01-05 10:54:58,5,691
4184,2,5297.56,2023-09-30 01:08:48,7,190
4185,2,1259.90,2023-12-26 03:21:47,9,477
4186,2,8755.04,2022-10-22 12:16:52,5,644
4187,2,5325.10,2024-01-12 08:31:13,6,807
4188,2,5037.90,2022-09-16 12:19:40,5,752
4189,2,4765.98,2022-09-04 00:18:14,4,864
4190,2,6328.79,2024-01-04 14:36:09,3,256
4191,2,9365.68,2023-03-06 23:56:19,8,718
4192,2,4782.35,2023-03-15 16:04:18,4,488
4193,2,8573.55,2023-02-19 00:25:19,6,991
4194,2,9900.14,2022-10-01 04:55:14,5,574
4195,2,2038.61,2023-06-26 06:20:47,6,489
4196,2,2261.89,2023-07-02 18:28:30,6,799
4197,2,3903.05,2023-07-26 15:52:38,4,148
4198,2,4576.08,2023-09-28 15:43:26,5,7
4199,2,2330.70,2023-11-17 08:20:07,3,961
4200,2,1026.30,2023-01-27 00:48:33,6,238
4201,2,3458.72,2023-10-28 07:48:27,4,598
4202,2,1607.85,2023-04-20 13:53:37,8,123
4203,2,3834.54,2022-10-22 21:56:32,6,755
4204,2,8170.31,2023-08-15 13:09:41,6,669
4205,2,8446.63,2023-04-02 05:40:44,3,854
4206,2,5530.32,2023-06-28 21:48:48,6,200
4207,2,7625.50,2023-08-07 13:58:40,6,638
4208,2,9959.19,2023-03-19 08:54:24,6,521
4209,2,8342.03,2023-12-24 15:18:59,8,549
4210,2,7844.96,2024-01-29 18:31:35,4,812
4211,2,418.26,2022-08-22 12:48:59,4,172
4212,2,4362.93,2023-03-28 02:18:12,5,790
4213,2,394.32,2024-01-21 10:49:45,6,826
4214,2,6533.93,2024-01-10 04:36:15,5,287
4215,2,4735.62,2023-12-30 08:39:29,5,25
4216,2,8765.75,2022-11-01 18:49:24,5,209
4217,2,1656.23,2022-09-12 13:28:26,6,472
4218,2,2087.16,2022-09-13 01:20:42,5,864
4219,2,7283.23,2023-05-09 06:10:23,2,293
4220,2,4430.42,2023-03-13 05:39:16,9,243
4221,2,6650.04,2023-02-22 21:30:30,3,707
4222,2,6953.65,2022-12-24 04:41:04,5,133
4223,2,5292.63,2023-03-03 16:41:22,4,516
4224,2,830.83,2022-11-23 16:30:47,6,891
4225,2,3617.84,2022-12-05 13:32:08,4,154
4226,2,8466.28,2023-06-21 09:55:40,5,180
4227,2,4187.14,2022-09-17 20:51:00,6,666
4228,2,228.42,2023-06-28 01:27:03,5,901
4229,2,9066.85,2023-06-29 22:35:48,3,578
4230,2,3822.40,2023-07-01 12:46:48,4,578
4231,2,1180.61,2023-11-22 07:12:41,9,897
4232,2,8910.45,2023-03-13 17:26:49,7,658
4233,2,2889.87,2022-11-24 05:48:39,3,381
4234,2,5467.14,2023-12-06 04:46:03,4,159
4235,2,6800.53,2023-10-08 08:29:51,6,7
4236,2,7479.45,2023-03-24 03:20:10,9,289
4237,2,6399.89,2023-09-21 23:38:29,7,832
4238,2,8842.59,2023-09-17 14:28:03,5,751
4239,2,1825.17,2023-12-04 18:49:34,7,50
4240,2,2698.29,2023-09-08 04:33:11,7,771
4241,2,8599.11,2023-12-30 00:39:51,5,90
4242,2,5383.72,2022-11-15 01:20:45,4,482
4243,2,8591.45,2023-03-24 03:54:54,8,354
4244,2,219.03,2023-08-18 01:43:48,6,93
4245,2,8137.84,2023-07-16 13:07:47,2,536
4246,2,2200.66,2022-11-14 07:44:43,6,687
4247,2,5899.04,2023-07-13 18:38:11,7,200
4248,2,9578.96,2023-04-10 03:35:45,3,158
4249,2,6511.44,2024-02-02 01:30:16,8,476
4250,2,6376.34,2023-08-30 18:43:29,5,561
4251,2,1993.35,2022-11-01 20:11:37,5,121
4252,2,8785.32,2022-10-06 20:29:28,5,850
4253,2,5627.67,2023-06-11 13:40:49,11,386
4254,2,4587.36,2023-09-09 21:09:46,9,680
4255,2,7167.88,2023-05-05 01:45:30,6,592
4256,2,851.33,2022-12-30 02:53:03,6,585
4257,2,9331.66,2023-01-25 10:38:46,9,196
4258,2,4641.10,2024-01-06 17:00:32,3,651
4259,2,7673.75,2023-09-21 13:37:09,10,680
4260,2,5331.36,2022-09-02 12:46:22,3,997
4261,2,7878.34,2023-06-30 11:43:47,4,241
4262,2,1866.97,2023-11-12 08:13:39,6,205
4263,2,5836.43,2023-07-31 10:06:59,6,162
4264,2,4045.87,2023-03-12 18:05:09,6,563
4265,2,5752.10,2023-08-04 06:31:24,4,911
4266,2,1786.96,2022-12-26 10:14:55,7,66
4267,2,9630.03,2023-06-26 22:07:54,5,228
4268,2,4061.79,2023-07-15 21:33:59,2,210
4269,2,4210.40,2023-02-14 04:11:39,3,17
4270,2,7457.28,2023-03-17 12:40:18,10,183
4271,2,9233.19,2022-10-11 22:17:21,7,349
4272,2,8425.75,2023-04-08 17:39:11,8,709
4273,2,2924.56,2023-10-10 13:45:36,5,815
4274,2,8698.69,2023-07-13 15:35:19,8,612
4275,2,575.52,2022-12-11 09:13:08,3,403
4276,2,4488.85,2023-10-26 16:35:28,4,526
4277,2,1838.78,2024-02-23 14:25:15,4,636
4278,2,8019.52,2023-07-20 23:26:49,4,495
4279,2,8761.31,2022-10-09 10:59:04,4,736
4280,2,9339.48,2023-12-15 05:23:05,4,717
4281,2,8399.13,2022-11-19 22:39:44,6,181
4282,2,4081.72,2023-12-21 07:52:46,7,263
4283,2,4114.04,2023-01-14 08:09:43,6,218
4284,2,4064.30,2024-02-25 19:23:33,6,132
4285,2,7423.46,2023-05-06 13:47:05,4,492
4286,2,7011.84,2023-02-23 11:13:24,7,688
4287,2,6804.47,2022-08-29 06:13:11,2,39
4288,2,5564.02,2023-03-19 13:54:17,4,184
4289,2,5750.78,2023-12-12 17:06:00,7,59
4290,2,1528.02,2023-02-13 13:59:09,4,234
4291,2,5141.05,2023-11-03 09:29:24,5,972
4292,2,3605.79,2024-01-12 12:48:55,2,805
4293,2,8755.74,2023-06-20 04:15:53,4,982
4294,2,3363.06,2023-07-09 11:20:33,5,540
4295,2,1065.22,2024-01-16 10:41:17,6,287
4296,2,5684.42,2023-08-12 21:36:27,12,144
4297,2,1953.03,2023-03-25 02:38:12,5,856
4298,2,9283.80,2023-03-07 14:33:00,5,22
4299,2,9957.49,2023-12-29 22:05:10,4,194
4300,2,4098.18,2023-11-11 09:18:35,7,471
4301,2,1331.25,2023-09-01 15:44:44,6,47
4302,2,972.41,2023-12-16 06:02:45,3,858
4303,2,4999.99,2023-12-07 22:21:43,5,159
4304,2,2284.31,2022-11-26 22:13:55,2,906
4305,2,6652.42,2022-11-27 16:59:03,4,652
4306,2,3242.09,2023-09-12 13:06:58,4,432
4307,2,4990.13,2023-07-16 18:34:56,3,727
4308,2,2005.22,2023-09-11 01:55:51,8,801
4309,2,1426.44,2023-10-10 02:54:11,5,617
4310,2,3165.21,2024-02-29 05:57:01,8,493
4311,2,8668.08,2022-12-31 00:51:06,6,647
4312,2,301.35,2023-01-04 21:44:12,10,405
4313,2,9028.03,2023-07-13 03:18:53,4,792
4314,2,8271.98,2022-09-02 02:01:09,4,860
4315,2,3609.99,2023-08-24 22:16:58,5,970
4316,2,1904.69,2023-04-20 01:36:12,6,486
4317,2,7598.84,2022-10-02 18:31:11,6,574
4318,2,1031.26,2022-10-02 20:41:02,4,96
4319,2,1074.74,2023-08-20 09:04:05,5,274
4320,2,3663.56,2023-08-05 17:59:03,5,745
4321,2,2807.66,2024-01-17 21:40:59,5,382
4322,2,5530.57,2023-04-29 15:59:44,9,123
4323,2,5909.61,2023-11-06 09:57:56,6,18
4324,2,3204.91,2022-11-07 09:42:53,4,570
4325,2,5649.08,2024-01-21 14:56:40,3,805
4326,2,5848.48,2022-10-09 20:37:25,6,850
4327,2,7738.07,2023-12-17 09:36:57,11,23
4328,2,5948.89,2024-02-20 23:51:54,7,992
4329,2,5731.28,2023-08-09 08:41:21,7,722
4330,2,8665.30,2022-11-25 15:46:18,5,506
4331,2,5459.10,2023-04-07 17:39:22,3,761
4332,2,8867.63,2023-07-26 21:28:23,8,200
4333,2,444.58,2023-09-09 17:13:29,4,342
4334,2,2603.82,2023-08-16 14:48:38,2,481
4335,2,4037.40,2023-02-07 06:32:28,5,916
4336,2,383.27,2023-03-08 00:57:10,4,583
4337,2,3702.70,2024-01-29 13:36:27,11,28
4338,2,634.94,2023-08-16 12:58:55,3,212
4339,2,461.51,2022-10-31 13:25:01,4,161
4340,2,1316.16,2022-10-20 06:58:02,6,550
4341,2,8773.96,2022-08-16 18:35:55,5,525
4342,2,4562.65,2023-08-16 19:51:34,4,996
4343,2,7024.49,2023-01-19 13:56:30,4,846
4344,2,7654.95,2023-09-29 14:27:22,4,137
4345,2,9083.18,2023-01-28 23:16:23,4,696
4346,2,7625.93,2023-11-02 16:11:12,5,598
4347,2,4653.53,2023-11-02 17:12:10,4,946
4348,2,8607.82,2023-02-08 14:58:15,8,75
4349,2,201.53,2023-10-20 04:03:44,7,609
4350,2,4551.92,2023-03-22 23:19:25,3,518
4351,2,8419.93,2023-05-09 03:36:09,7,756
4352,2,215.99,2024-02-09 22:00:07,6,347
4353,2,3838.58,2023-02-15 00:54:57,4,179
4354,2,5817.24,2022-12-23 17:49:57,5,548
4355,2,1945.55,2023-10-01 12:48:42,11,680
4356,2,2564.61,2023-02-17 10:41:00,9,503
4357,2,2849.16,2023-12-30 04:41:10,5,201
4358,2,3639.44,2024-02-24 03:41:45,7,347
4359,2,2312.52,2023-04-10 23:34:01,3,779
4360,2,1424.87,2023-08-03 15:53:32,6,698
4361,2,2725.61,2023-02-09 12:09:43,3,682
4362,2,8256.96,2022-10-01 22:18:14,7,527
4363,2,581.88,2023-09-26 09:45:32,2,231
4364,2,6610.87,2023-05-20 17:38:14,5,124
4365,2,9242.02,2022-11-20 07:50:45,4,97
4366,2,4129.62,2022-10-14 15:41:47,5,84
4367,2,2798.86,2024-01-09 15:56:08,4,256
4368,2,2922.49,2023-10-11 05:40:05,5,410
4369,2,1841.08,2023-06-25 16:06:30,6,180
4370,2,1005.16,2023-10-12 11:35:41,7,977
4371,2,2159.43,2023-04-03 02:45:38,5,675
4372,2,8456.91,2022-11-02 05:24:31,5,363
4373,2,8923.95,2022-10-26 00:20:24,2,424
4374,2,8830.58,2023-03-17 20:58:18,4,571
4375,2,816.07,2023-09-20 12:16:10,5,217
4376,2,2426.57,2023-12-06 04:42:01,7,71
4377,2,5230.84,2023-04-02 14:08:14,4,45
4378,2,8421.59,2023-08-09 21:52:40,5,156
4379,2,7528.94,2023-03-26 07:24:56,10,243
4380,2,5551.26,2023-06-05 18:39:29,3,86
4381,2,8207.98,2023-04-25 06:54:21,3,136
4382,2,9340.56,2023-02-22 08:35:16,7,178
4383,2,8499.68,2023-12-31 14:12:53,9,549
4384,2,9661.12,2023-05-14 17:15:32,7,702
4385,2,5208.59,2022-11-15 17:09:46,8,105
4386,2,8349.24,2022-11-12 19:53:58,3,507
4387,1,7946.00,2022-12-03 02:02:01,1,409
4388,2,7024.95,2023-09-09 22:48:50,5,705
4389,2,3845.43,2023-01-13 16:11:27,7,647
4390,2,3241.40,2022-11-25 11:20:19,8,43
4391,2,2414.92,2023-07-11 02:55:51,5,241
4392,2,1111.05,2023-11-09 21:53:53,6,419
4393,2,2111.49,2022-10-03 09:52:28,5,984
4394,2,6802.84,2022-11-13 08:11:35,6,331
4395,2,9544.03,2023-09-07 07:17:08,9,216
4396,2,1487.33,2023-01-06 19:53:02,2,64
4397,2,1680.31,2022-10-22 22:16:37,4,160
4398,2,7212.58,2023-05-15 03:13:11,8,465
4399,2,7840.43,2023-12-22 13:36:23,7,661
4400,2,3034.25,2023-07-19 18:13:13,2,519
4401,2,4651.08,2023-01-01 21:49:42,6,133
4402,2,4794.61,2023-05-07 21:10:33,7,565
4403,2,5379.24,2023-09-19 11:07:58,11,367
4404,2,4765.11,2022-12-20 10:28:17,4,309
4405,2,8128.70,2024-01-25 13:46:17,5,78
4406,2,9288.84,2024-01-16 04:54:59,6,227
4407,2,7470.04,2023-10-21 09:02:42,3,816
4408,2,3651.24,2023-04-28 12:10:27,3,269
4409,2,1971.75,2022-11-19 12:46:13,5,482
4410,2,2409.79,2023-11-07 13:13:08,5,946
4411,2,9232.56,2023-02-13 17:37:13,3,577
4412,2,2573.02,2023-07-24 10:09:17,7,237
4413,2,3912.47,2023-05-05 19:30:26,4,260
4414,2,1944.87,2023-07-02 15:18:46,3,913
4415,2,6583.34,2023-06-12 00:40:01,4,86
